[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         11148287 function calls (10944247 primitive calls) in 68.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 linear.py:17(Linear)
        2    0.000    0.000    0.000    0.000 base_parser.py:880(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:961(ExceptionStack)
        1    0.000    0.000    0.000    0.000 configuration_phi3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:1(<module>)
        1    0.000    0.000    0.001    0.001 modeling_bert.py:1641(BertForTokenClassification)
        1    0.000    0.000    0.000    0.000 sets.py:1947(FiniteSet)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:98(Embedding)
        1    0.000    0.000    0.001    0.001 modeling_bert.py:1439(BertForSequenceClassification)
        1    0.000    0.000    0.000    0.000 _lazy_graph_module.py:64(_LazyGraphModule)
        1    0.000    0.000    0.000    0.000 model.py:2621(OperatorName)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:856(Seq2SeqMoEOutput)
        1    0.000    0.000    0.000    0.000 dicts.py:91(ConstDictVariable)
        1    0.000    0.000    0.000    0.000 fglmtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 DistillKLDivLoss.py:11(DistillKLDivLoss)
        1    0.000    0.000    0.000    0.000 _bws_test.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 quantizer_fbgemm_fp8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:35(FunctionTransformer)
        1    0.000    0.000    0.000    0.000 _cubic.py:380(Akima1DInterpolator)
        4    0.000    0.000    0.000    0.000 _common.py:62(_register_sharded_op_on_local_shards)
        1    0.000    0.000    0.000    0.000 BinaryCrossEntropyLoss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bessel.py:106(besselj)
        1    0.000    0.000    0.000    0.000 monomials.py:387(MonomialOps)
        1    0.000    0.000    0.000    0.000 conv.py:1174(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 generic.py:1532(__neg__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:14(SparseAdam)
        1    0.000    0.000    0.000    0.000 non_randomness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:49(erf)
       10    0.000    0.000    0.000    0.000 arrayprint.py:1042(<genexpr>)
        4    0.000    0.000    0.000    0.000 generic.py:4398(_set_is_copy)
        1    0.000    0.000    0.000    0.000 polyclasses.py:2448(DMF)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:504(detach)
        1    0.000    0.000    0.006    0.006 _thread_flow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       34    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 style.py:44(ColwiseParallel)
        8    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 configuration_bigbird_pegasus.py:190(BigBirdPegasusOnnxConfig)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:329(SizeMap)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        4    0.000    0.000    0.000    0.000 kind.py:75(__new__)
        6    0.000    0.000    0.000    0.000 symbolic_helper.py:1761(_overload_by_arg_count)
        1    0.000    0.000    0.000    0.000 builder.py:541(_id_dispatch)
        1    0.000    0.000    0.000    0.000 decompogen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:1(<module>)
        1    0.000    0.000    0.000    0.000 harary_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 compositedomain.py:1(<module>)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 meta_utils.py:755(MetaConverter)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:11(autocast)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:1344(Wav2Vec2BaseModelOutput)
        1    0.000    0.000    0.001    0.001 tools_common.py:94(FxNetAccFusionsFinder)
        1    0.000    0.000    0.090    0.090 graph_info_provider.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ns_types.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 auto_factory.py:776(_LazyAutoMapping)
        1    0.000    0.000    0.000    0.000 _math_ops.py:55(_NormPartial)
        1    0.000    0.000    0.026    0.026 apply.py:1102(wrap_results)
        1    0.000    0.000    0.000    0.000 utils.py:179(GenerateEncoderDecoderOutput)
        1    0.000    0.000    0.000    0.000 integration_utils.py:2057(DVCLiveCallback)
       34    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1783(validation_policy)
        1    0.000    0.000    0.000    0.000 __init__.py:1132(get_default_device)
        4    0.000    0.000    0.000    0.000 _spherical_bessel.py:14(decorator)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        9    0.000    0.000    0.000    0.000 typing.py:180(_is_param_expr)
        1    0.000    0.000    0.000    0.000 adjoint.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
        1    0.000    0.000    0.000    0.000 conv.py:744(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        2    0.000    0.000    0.000    0.000 arrayprint.py:446(_get_formatdict)
        1    0.000    0.000    0.000    0.000 modules.py:204(Module)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 normalization.py:14(LayerNorm)
        1    0.000    0.000    0.000    0.000 _tool.py:12(Tool)
        1    0.000    0.000    0.000    0.000 Router.py:23(Router)
        1    0.000    0.000    0.000    0.000 rcm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_gpt2.py:193(GPT2OnnxConfig)
        1    0.000    0.000    0.000    0.000 weight_norm.py:14(WeightNorm)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
        1    0.000    0.000    0.000    0.000 recording.py:80(ShapeEnvEvent)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3001(_moment_raw)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        1    0.000    0.000    0.000    0.000 session.py:1(<module>)
       12    0.000    0.000    0.000    0.000 doccer.py:145(extend_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _script.py:985(_make_fail)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 configuration_diffllama.py:1(<module>)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:28(Conv1d)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.matmul}
        1    0.000    0.000    0.000    0.000 function.py:382(Function)
        1    0.000    0.000    0.001    0.001 _address.py:1(<module>)
        4    0.000    0.000    0.000    0.000 shape_base.py:21(atleast_1d)
        1    0.000    0.000    0.000    0.000 _bracket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _chandrupatla.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:2406(<setcomp>)
        1    0.000    0.000    0.000    0.000 matcher_utils.py:36(InternalMatch)
        6    0.000    0.000    0.000    0.000 numbers.py:3598(__hash__)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:988(Seq2SeqSequenceClassifierOutput)
        2    0.000    0.000    0.000    0.000 conflict.py:34(super_signature)
        1    0.000    0.000    0.000    0.000 SparseMultipleNegativesRankingLoss.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _region.py:1(<module>)
        2    0.000    0.000    0.000    0.000 quant_type.py:1(<module>)
        9    0.000    0.000    0.000    0.000 accessor.py:148(_map_and_wrap)
        1    0.000    0.000    0.008    0.008 slice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2477(Character)
        1    0.000    0.000    0.000    0.000 shape_prop.py:18(TensorMetadata)
        1    0.000    0.000    0.001    0.001 modeling_bert.py:1711(BertForQuestionAnswering)
       10    0.000    0.000    0.000    0.000 symbol.py:798(<listcomp>)
        8    0.000    0.000    0.000    0.000 random.py:44(deco_stream)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:728(TorchHigherOrderOperatorVariable)
       14    0.000    0.000    0.000    0.000 utils.py:69(autograd_not_implemented)
        1    0.000    0.000    0.000    0.000 profiler.py:721(record_function)
        1    0.000    0.000    0.000    0.000 MultipleNegativesSymmetricRankingLoss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functional_collectives.py:567(AsyncCollectiveTensor)
        2    0.000    0.000    0.000    0.000 loss.py:606(__init__)
        1    0.000    0.000    0.000    0.000 facts.py:474(_from_python)
        1    0.000    0.000    0.000    0.000 lists.py:695(SizeVariable)
       32    0.000    0.000    0.000    0.000 decorators.py:196(sympify_return)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:558(Seq2SeqMoEModelOutput)
        1    0.000    0.000    0.000    0.000 hqq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 error.py:1(<module>)
       25    0.000    0.000    0.000    0.000 args_doc.py:1141(<genexpr>)
        1    0.000    0.000    0.000    0.000 funcname_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mode_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:324(_icdf_formula)
        3    0.000    0.000    0.000    0.000 expr.py:220(__neg__)
        1    0.000    0.000    0.000    0.000 boolalg.py:68(Boolean)
        1    0.000    0.000    0.000    0.000 output_graph.py:1947(SubgraphTracer)
        8    0.000    0.000    0.000    0.000 _regex_core.py:3032(get_required_string)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deltafunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:143(GenerateDecoderOnlyOutput)
        2    0.000    0.000    0.000    0.000 numbers.py:408(__float__)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:34(gamma)
        1    0.000    0.000    0.000    0.000 random.py:239(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 ListNetLoss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 divisive.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:162(CUDABackend)
       24    0.000    0.000    0.000    0.000 sympify.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:499(Seq2SeqModelOutput)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.018    0.018 _cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:1828(Si)
        1    0.000    0.000    0.000    0.000 pkgutil.py:407(get_importer)
        6    0.000    0.000    0.000    0.000 expressions.py:226(evaluate)
        1    0.000    0.000    0.000    0.000 trainer_pt_utils.py:1216(AcceleratorConfig)
       10    0.000    0.000    0.000    0.000 version.py:100(__lt__)
        2    0.000    0.000    0.000    0.000 decorators.py:88(skip)
       25    0.000    0.000    0.000    0.000 symbolic_helper.py:617(_block_list_in_opset)
        1    0.000    0.000    0.064    0.064 _triton.py:6(has_triton_package)
        1    0.000    0.000    0.000    0.000 _op_schema.py:509(OpInfo)
        2    0.000    0.000    0.000    0.000 import_utils.py:421(is_torch_flex_attn_available)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _resampling.py:2200(PermutationMethod)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:1(<module>)
        1    0.000    0.000    0.001    0.001 modeling_bert.py:1534(BertForMultipleChoice)
        1    0.000    0.000    0.000    0.000 logging_handlers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantizer_eetq.py:33(EetqHfQuantizer)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:72(FakeQuantizeBase)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3142(rv_discrete)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 SoftmaxLoss.py:17(SoftmaxLoss)
        1    0.000    0.000    0.000    0.000 _binary_ufuncs_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:151(ivmpc)
        2    0.000    0.000    0.000    0.000 base.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 adamw.py:21(AdamW)
       16    0.000    0.000    0.000    0.000 _internal.py:553(register_log)
        1    0.000    0.000    0.000    0.000 _recursive.py:422(ConcreteTypeStore)
        1    0.000    0.000    0.000    0.000 det_curve.py:11(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:1(<module>)
        2    0.000    0.000    0.000    0.000 stubs.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _tool_component.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.ior}
        1    0.000    0.000    0.000    0.000 config.py:1159(aot_inductor)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:366(BlockStackEntry)
        1    0.000    0.000    0.000    0.000 _fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:683(_code_to_timestamp_pyc)
        2    0.000    0.000    0.000    0.000 base_parser.py:610(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:418(Proxy)
       20    0.000    0.000    0.000    0.000 _exposed_in.py:16(wrapper)
        1    0.000    0.000    0.000    0.000 sets.py:1819(EmptySet)
        1    0.000    0.000    0.000    0.000 quantization_config.py:1553(TorchAoConfig)
        1    0.000    0.000    0.000    0.000 transforms.py:46(Transform)
        1    0.000    0.000    0.001    0.001 rng_prims.py:80(register_philox_rand)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2089(pack_characters)
        1    0.000    0.000    0.000    0.000 functional_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 communicability_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:13(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 _probability_distribution.py:5(_ProbabilityDistribution)
        1    0.000    0.000    0.206    0.206 peft_utils.py:29(find_adapter_config_file)
       16    0.000    0.000    0.000    0.000 _internal.py:99(register_log)
        1    0.000    0.000    0.000    0.000 edmondskarp.py:1(<module>)
       72    0.000    0.000    0.000    0.000 _jit_internal.py:90(__getitem__)
        6    0.000    0.000    0.000    0.000 __init__.py:564(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:2632(check_bool_indexer)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1217(asdict)
        1    0.000    0.000    0.000    0.000 _address.py:12(Address)
        1    0.000    0.000    0.000    0.000 insecure_hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:84(EvalEnv)
        1    0.000    0.000    0.000    0.000 misc.py:683(SavedTensorBox)
        8    0.000    0.000    0.000    0.000 sympify.py:78(_is_numpy_instance)
        1    0.000    0.000    0.000    0.000 {method 'remainder_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 _gauss_legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _data.py:20(_data_matrix)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:996(ReciprocalHyperbolicFunction)
        2    0.000    0.000    0.000    0.000 sysconfig.py:591(get_paths)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_glm4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clustering_coefficient.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        1    0.000    0.000    0.000    0.000 quantizer_finegrained_fp8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 import_utils.py:2213(VersionComparison)
        1    0.000    0.000    0.000    0.000 _exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        1    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 ismags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dummy_flax_objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:471(Lexer)
        1    0.000    0.000    0.000    0.000 placement_types.py:374(_StridedShard)
        1    0.000    0.000    0.000    0.000 CosineSimilarityLoss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:1597(Seq2SeqTSPredictionOutput)
        2    0.000    0.000    0.000    0.000 kind.py:287(_)
        1    0.000    0.000    0.000    0.000 _dtypes.py:211(<dictcomp>)
        1    0.000    0.000    0.000    0.000 types.py:40(GuardFn)
        1    0.000    0.000    0.000    0.000 half_normal.py:15(HalfNormal)
        1    0.000    0.000    0.000    0.000 nn_module.py:802(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 fancysets.py:519(Range)
       45    0.000    0.000    0.000    0.000 ctx_iv.py:394(<lambda>)
        1    0.000    0.000    0.001    0.001 import_utils.py:1284(is_vision_available)
        1    0.000    0.000    0.000    0.000 import_utils.py:2009(_LazyModule)
        1    0.000    0.000    0.000    0.000 options.py:46(TensorPipeRpcBackendOptions)
        1    0.000    0.000    0.000    0.000 products.py:17(Product)
        1    0.000    0.000    0.000    0.000 quantization_config.py:402(BitsAndBytesConfig)
        1    0.000    0.000    0.000    0.000 threading.py:916(start)
        1    0.000    0.000    0.000    0.000 config.py:471(__init__)
        1    0.000    0.000    0.000    0.000 function.py:1941(Lambda)
        1    0.000    0.000    0.000    0.000 _data.py:2601(QuantileTransformer)
        1    0.000    0.000    0.000    0.000 vitality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_factory.py:413(_BaseAutoModelClass)
        1    0.000    0.000    0.000    0.000 code.py:1(<module>)
       10    0.000    0.000    0.000    0.000 gaussiandomains.py:27(new)
        1    0.000    0.000    0.000    0.000 _interpolate.py:416(fill_value)
        1    0.000    0.000    0.000    0.000 cographs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:198(_DerivedObserverOrFakeQuantize)
        1    0.000    0.000    0.000    0.000 _translation_metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nn_module.py:155(NNModuleVariable)
        2    0.000    0.000    0.000    0.000 __init__.py:66(decorator)
        1    0.000    0.000    0.000    0.000 pairs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 WhitespaceTokenizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv_fused.py:36(_ConvBnNd)
        3    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1099(set_data)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:65(Instruction)
       14    0.000    0.000    0.000    0.000 _regex_core.py:4190(at_end)
        1    0.000    0.000    0.001    0.001 _notification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ops.py:49(OperatorBase)
        1    0.000    0.000    0.000    0.000 SparseAnglELoss.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _reporting_descriptor_reference.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ast.py:430(visit_Constant)
       25    0.000    0.000    0.000    0.000 __init__.py:348(<genexpr>)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:832(<genexpr>)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:23(Kumaraswamy)
        1    0.000    0.000    0.001    0.001 _configuration_override.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:13(Exponential)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:15(ExpressionDomain)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1902(IPv6Address)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polyint.py:535(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 hyper.py:978(HyperRep_asin2)
        1    0.000    0.000    0.000    0.000 configuration_mbart.py:168(MBartOnnxConfig)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:145(__float__)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2464(<listcomp>)
        2    0.000    0.000    0.000    0.000 parse.py:97(clear_cache)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _random.py:156(OffsetBasedRNGTracker)
        1    0.000    0.000    0.000    0.000 cpp_builder.py:1373(CppBuilder)
        1    0.000    0.000    0.000    0.000 order.py:11(Order)
        1    0.000    0.000    0.000    0.000 base.py:1257(copy)
        1    0.000    0.000    0.000    0.000 coreviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 moral.py:1(<module>)
        1    0.000    0.000    0.001    0.001 det_curve.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _mixins.py:72(ravel_compat)
        1    0.000    0.000    0.000    0.000 load.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:211(reshape)
        1    0.000    0.000    0.000    0.000 request.py:1694(URLopener)
        1    0.000    0.000    0.220    0.220 hub.py:161(<listcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:2873(GenericFixed)
        1    0.000    0.000    0.000    0.000 _qmc.py:1604(Sobol)
        1    0.000    0.000    0.000    0.000 ndim_array.py:86(NDimArray)
        1    0.000    0.000    0.000    0.000 code_context.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numbers.py:1374(_new)
        1    0.000    0.000    0.000    0.000 data_collator.py:1180(DataCollatorForWholeWordMask)
        1    0.000    0.000    0.000    0.000 rk.py:407(DOP853)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.001    0.001 debug_prims.py:29(register_debug_prims)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4331(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 adaptive.py:20(AdaptiveLogSoftmaxWithLoss)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matmul.py:24(MatMul)
        1    0.000    0.000    0.000    0.000 _gauss_kronrod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _guards.py:133(GuardSource)
       14    0.000    0.000    0.000    0.000 _metadata_requests.py:244(request_is_alias)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:365(cosh)
        1    0.000    0.000    0.000    0.000 profiler.py:77(_ITraceObserver)
        1    0.000    0.000    0.000    0.000 _dispatcher.py:62(BaseDistancesReductionDispatcher)
        1    0.000    0.000    0.001    0.001 decomposition_table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reductions.py:156(<dictcomp>)
        1    0.000    0.000    0.000    0.000 library.py:682(_impl)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model_card_templates.py:1(<module>)
        7    0.000    0.000    0.000    0.000 symbolic_helper.py:1027(_interpolate_helper)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_locations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _comparison.py:22(ErrorMeta)
        1    0.000    0.000    0.000    0.000 loaders.py:505(PrefixLoader)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 compiler.py:119(CUDAOptions)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:459(__call__)
        1    0.000    0.000    0.000    0.000 runtime.py:662(Macro)
        1    0.000    0.000    0.000    0.000 trigonometric.py:243(sin)
        6    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        4    0.000    0.000    0.000    0.000 construction.py:405(_check_values_indices_shape_match)
        1    0.000    0.000    0.000    0.000 eval_frame.py:293(OptimizedModule)
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        1    0.000    0.000    0.000    0.000 configuration_blenderbot_small.py:168(BlenderbotSmallOnnxConfig)
        1    0.000    0.000    0.000    0.000 selector_events.py:763(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 unflatten.py:907(_ModuleFrame)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:1527(Seq2SeqTSModelOutput)
        1    0.000    0.000    0.001    0.001 _external_property_file_references.py:1(<module>)
        1    0.000    0.000    0.000    0.000 SentencesDataset.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 algebraicfield.py:15(AlgebraicField)
        1    0.000    0.000    0.000    0.000 misc_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantizer_higgs.py:34(HiggsHfQuantizer)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_deberta.py:163(DebertaOnnxConfig)
        1    0.000    0.000    0.000    0.000 _bsplines.py:69(BSpline)
        1    0.000    0.000    0.000    0.000 _physical_location.py:1(<module>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:455(<lambda>)
        1    0.000    0.000    0.000    0.000 heaps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:395(__init__)
        1    0.000    0.000    0.000    0.000 configuration_pvt_v2.py:29(PvtV2Config)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stdlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relabel.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _artifact_content.py:1(<module>)
