[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         11148287 function calls (10944247 primitive calls) in 68.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 chat_template_utils.py:66(TypeHintParsingException)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:902(logser_gen)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:41(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 printing.py:506(_TextAdjustment)
        1    0.000    0.000    0.000    0.000 glue.py:371(StsbProcessor)
        1    0.000    0.000    0.000    0.000 errors.py:29(PTXASError)
        1    0.000    0.000    0.000    0.000 graph_signature.py:36(TokenArgument)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2702(dataclass_transform)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 trainer_pt_utils.py:431(DistributedTensorGatherer)
        1    0.000    0.000    0.000    0.000 context.py:257(RuntimeErrorWithDiagnostic)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 extras.py:230(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 AdaptiveLayerLoss.py:83(ForwardDecorator)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4337(Scanner)
        1    0.000    0.000    0.000    0.000 profiler.py:837(emit_itt)
        1    0.000    0.000    0.000    0.000 nodes.py:372(FilterBlock)
        1    0.000    0.000    0.000    0.000 misc.py:1288(NullVariable)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:1023(_PatchedFnSetItem)
        1    0.000    0.000    0.000    0.000 core.py:2908(range)
        1    0.000    0.000    0.000    0.000 stubs.py:24(DeQuantStub)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:658(FitDataError)
        1    0.000    0.000    0.000    0.000 pytables.py:2357(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 orderings.py:35(LexOrder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:207(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:960(NoDefaultType)
        2    0.000    0.000    0.000    0.000 core.py:2467(_add_scan_docstr)
        1    0.000    0.000    0.000    0.000 usertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:452(OptionalLStrip)
        1    0.000    0.000    0.000    0.000 argparse.py:1252(FileType)
        1    0.000    0.000    0.000    0.000 functional.py:347(_AllGatherBase)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1242(_T)
        1    0.000    0.000    0.000    0.000 modules.py:260(FreeModuleElement)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2293(_ShapeGuardCppPrinter)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:112(DynamicOutputShapeException)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:21(SqrtmError)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 configuration_utils.py:749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:175(device_of)
        1    0.000    0.000    0.000    0.000 base.py:898(OneToOneFeatureMixin)
        1    0.000    0.000    0.000    0.000 _typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 patcher.py:27(ONNXTorchPatcher)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:3027(BaseHOPVariable)
        1    0.000    0.000    0.000    0.000 ext.py:590(ExprStmtExtension)
        1    0.000    0.000    0.000    0.000 _interface.py:847(IdentityOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 SparseMarginMSELoss.py:12(SparseMarginMSELoss)
        1    0.000    0.000    0.000    0.000 cudagraph_utils.py:332(CudagraphCachedInfo)
        1    0.000    0.000    0.000    0.000 io_adapter.py:18(InputAdaptStep)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 base.py:799(TransformerMixin)
        1    0.000    0.000    0.000    0.000 stata.py:961(StataParser)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:703(ExponentialLR)
        1    0.000    0.000    0.000    0.000 _view_ops.py:49(InputDim)
        1    0.000    0.000    0.000    0.000 polyoptions.py:638(Frac)
        1    0.000    0.000    0.000    0.000 _guards.py:521(ModuleContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1971(QInt8Storage)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1554(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 datetimes.py:103(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 numbers.py:2751(RationalConstant)
        1    0.000    0.000    0.000    0.000 import_utils.py:1150(is_flash_attn_greater_or_equal)
        1    0.000    0.000    0.000    0.000 _environment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constraints.py:318(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 _package_pickler.py:20(_PyTorchLegacyPickler)
        1    0.000    0.000    0.000    0.000 base.py:992(DensityMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 _allocation.py:4(Buffer)
        1    0.000    0.000    0.000    0.000 polyoptions.py:527(Gaussian)
        1    0.000    0.000    0.000    0.000 cache.py:45(__cacheit)
        1    0.000    0.000    0.000    0.000 __init__.py:1872(LongStorage)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:878(SupportsIndex)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6492(__init__)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 Image.py:440(_E)
        1    0.000    0.000    0.000    0.000 base.py:2425(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 typing.py:735(__or__)
        1    0.000    0.000    0.000    0.000 dataloader.py:765(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 xml.py:427(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 polyoptions.py:375(Greedy)
        1    0.000    0.000    0.000    0.000 io_adapter.py:193(BindInputStep)
        1    0.000    0.000    0.000    0.000 process.py:161(_SafeQueue)
        1    0.000    0.000    0.000    0.000 socket.py:520(type)
        1    0.000    0.000    0.000    0.000 tarfile.py:574(_StreamProxy)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 ggml.py:319(GGUFLlamaConverter)
        1    0.000    0.000    0.000    0.000 import_utils.py:386(is_hqq_available)
        1    0.000    0.000    0.000    0.000 foreach_map.py:8(ForeachMap)
        1    0.000    0.000    0.000    0.000 loss.py:1105(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 __init__.py:781(Filterer)
        1    0.000    0.000    0.000    0.000 _ops.py:1220(_OpNamespace)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:772(_IgnoreContextManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1225(_StderrHandler)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 core.py:283(base_value)
        1    0.000    0.000    0.000    0.000 polyoptions.py:701(Series)
        1    0.000    0.000    0.000    0.000 activation.py:740(Hardshrink)
        1    0.000    0.000    0.000    0.000 text.py:60(UtfDirectedGlyphs)
        1    0.000    0.000    0.000    0.000 _ops.py:519(_ModeStackStateForPreDispatch)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1355(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 nodes.py:991(And)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 arrayop.py:458(Flatten)
        1    0.000    0.000    0.000    0.000 _guards.py:446(StorageOverlap)
        1    0.000    0.000    0.000    0.000 TripletReader.py:19(TripletReader)
        1    0.000    0.000    0.000    0.000 numbers.py:2764(IntegerConstant)
        1    0.000    0.000    0.000    0.000 __init__.py:97(is_available)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1921(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 numpy.py:483(CuPyPrinter)
        1    0.000    0.000    0.000    0.000 _utils.py:64(_TracebackCapturingWrapper)
        1    0.000    0.000    0.000    0.000 argparse.py:882(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 utils.py:2589(OpDtypeRule)
        1    0.000    0.000    0.000    0.000 _rules.py:236(_OpLevelDebugging)
        1    0.000    0.000    0.000    0.000 configuration_instructblip.py:110(InstructBlipQFormerConfig)
        1    0.000    0.000    0.000    0.000 hf_api.py:487(WebhookWatchedItem)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(UnsetMetadataPassedError)
        1    0.000    0.000    0.000    0.000 PListMLELoss.py:10(PListMLELambdaWeight)
        1    0.000    0.000    0.000    0.000 api.py:389(LocalOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 executorch_call_delegate.py:28(ExecutorchCallDelegate)
        1    0.000    0.000    0.000    0.000 jiterator.py:12(_CodeParser)
        1    0.000    0.000    0.000    0.000 big5freq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1522(HalfStorage)
        1    0.000    0.000    0.000    0.000 _interface.py:782(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1954(suppress_torch_distributed_warnings)
        1    0.000    0.000    0.000    0.000 single.py:1560(HomogeneousCoeffSubsIndepDivDep)
        1    0.000    0.000    0.000    0.000 pythonmpq.py:122(__bool__)
        2    0.000    0.000    0.000    0.000 libmpf.py:692(mpf_sign)
        1    0.000    0.000    0.000    0.000 dataframes.py:255(CaptureVariable)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 _param_validation.py:527(_ArrayLikes)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 mock.py:2427(_ANY)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:4(DegenerateDataWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:788(Action)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:189(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 dataloader.py:87(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 __init__.py:1533(LongStorage)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 reportviews.py:1403(InMultiEdgeView)
        1    0.000    0.000    0.000    0.000 pooling.py:1187(LPPool3d)
        1    0.000    0.000    0.000    0.000 activation.py:439(Mish)
        1    0.000    0.000    0.000    0.000 base.py:274(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10965(_SimpleChi2)
        1    0.000    0.000    0.000    0.000 pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:105(OffloadWrapper)
        1    0.000    0.000    0.000    0.000 optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 container.py:340(__len__)
        1    0.000    0.000    0.000    0.000 _guards.py:638(GuardsContext)
        1    0.000    0.000    0.000    0.000 constraints.py:279(_OneHot)
        1    0.000    0.000    0.000    0.000 decoder.py:283(MatHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1883(IntStorage)
        2    0.000    0.000    0.000    0.000 readers.py:559(_validate_names)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 _rules.py:128(_FxGraphToOnnx)
        1    0.000    0.000    0.000    0.000 driver.py:146(HIPUtils)
        1    0.000    0.000    0.000    0.000 trainer_pt_utils.py:345(SequentialDistributedSampler)
        1    0.000    0.000    0.000    0.000 line.py:2834(Segment3D)
        1    0.000    0.000    0.000    0.000 numpy.py:35(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:5(Registry)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:900(ConvertIntKey)
        1    0.000    0.000    0.000    0.000 import_utils.py:958(is_datasets_available)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 configparser.py:361(Interpolation)
        1    0.000    0.000    0.000    0.000 observer.py:1718(PerGroup)
        1    0.000    0.000    0.000    0.000 datapipe.py:239(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 xml.py:538(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 glue.py:262(MnliMismatchedProcessor)
        1    0.000    0.000    0.000    0.000 configparser.py:169(Error)
        1    0.000    0.000    0.000    0.000 fetch.py:8(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 _param_validation.py:631(MissingValues)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        3    0.000    0.000    0.000    0.000 constants.py:20(_as_int)
        1    0.000    0.000    0.000    0.000 pooling.py:1391(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 _typing.py:42(Boolean)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        4    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 output_code.py:245(CompiledFxGraphConstants)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:179(TokenSpan)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 text.py:6(TextBackend)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:162(JitTypeTraceStoreLogger)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        1    0.000    0.000    0.000    0.000 package_exporter.py:118(PackagingError)
        1    0.000    0.000    0.000    0.000 api.py:377(FullOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 community.py:234(DiscussionStatusChange)
        1    0.000    0.000    0.000    0.000 typing.py:717(__repr__)
        1    0.000    0.000    0.000    0.000 single.py:2098(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 parallel.py:41(Parallel)
        1    0.000    0.000    0.000    0.000 compressor.py:569(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:72(AuthBase)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 optimization.py:846(AdafactorSchedule)
        1    0.000    0.000    0.000    0.000 pgo.py:129(InferStride)
        1    0.000    0.000    0.000    0.000 single.py:646(AlmostLinear)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:33(mpnumeric)
        1    0.000    0.000    0.000    0.000 graph.py:269(_InsertPoint)
