[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         2362319229 function calls (2358581797 primitive calls) in 1044.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 node.py:104(has_side_effect)
        1    0.000    0.000    0.000    0.000 output_code.py:289(CompiledFxGraph)
        1    0.000    0.000    0.000    0.000 special.py:10(ZeroMatrix)
        1    0.000    0.000    0.000    0.000 pass_base.py:27(PassBase)
        4    0.000    0.000    0.000    0.000 parse.py:913(quote_plus)
        1    0.000    0.000    0.000    0.000 hf_api.py:377(CommitInfo)
        1    0.000    0.000    0.000    0.000 _qmc.py:1281(LatinHypercube)
        1    0.000    0.000    0.000    0.000 configuration_efficientformer.py:24(EfficientFormerConfig)
        1    0.000    0.000    0.000    0.000 repocard_data.py:474(SpaceCardData)
        3    0.000    0.000    0.000    0.000 mock.py:298(__getattr__)
        1    0.000    0.000    0.000    0.000 builder.py:2705(TrackedFake)
        1    0.000    0.000    0.000    0.000 binary.py:56(<listcomp>)
        1    0.000    0.000    0.000    0.000 image_utils.py:942(SizeDict)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8380(pearson3_gen)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:25(BaseModelOutput)
        1    0.000    0.000    0.000    0.000 test_operators.py:18(Realize)
        1    0.000    0.000    0.000    0.000 __init__.py:65(invalidate_caches)
        1    0.000    0.000    0.000    0.000 logits_process.py:98(MinLengthLogitsProcessor)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:12(LogisticNormal)
        1    0.000    0.000    0.000    0.000 autotune_cache.py:62(AutotuneCache)
        2    0.000    0.000    0.000    0.000 _utils_internal.py:47(get_file_path)
        1    0.000    0.000    0.000    0.000 configuration_mlcd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dummy_torchvision_objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 community.py:87(DiscussionWithDetails)
        5    0.000    0.000    0.003    0.001 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 transforms.py:905(SoftmaxTransform)
        1    0.000    0.000    0.000    0.000 _thread_flow.py:16(ThreadFlow)
        5    0.000    0.000    0.000    0.000 cache.py:155(cached_property)
        1    0.000    0.000    0.000    0.000 configuration_dots1.py:22(Dots1Config)
        4    0.000    0.000    0.000    0.000 trace_rules.py:3489(<genexpr>)
        1    0.000    0.000    0.000    0.000 isolate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _common.py:55(resolve)
        1    0.000    0.000    0.000    0.000 tensor.py:1190(SymNodeVariable)
        1    0.000    0.000    0.000    0.000 shard.py:8(Shard)
       21    0.000    0.000    0.000    0.000 boolalg.py:440(__bool__)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:2307(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 radam.py:29(RAdam)
        1    0.000    0.000    0.000    0.000 tqdm.py:172(are_progress_bars_disabled)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:410(DataFlowNode)
        2    0.000    0.000    0.000    0.000 _dtype.py:184(_datetime_metadata_str)
        1    0.000    0.000    0.000    0.000 _flat_param.py:104(HandleShardingStrategy)
        1    0.000    0.000    0.001    0.001 resources.py:40(open_binary)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:151(ivmpc)
        1    0.000    0.000    0.000    0.000 configuration_emu3.py:279(Emu3Config)
        1    0.000    0.000    0.000    0.000 mock.py:1331(__call__)
        1    0.000    0.000    0.000    0.000 image_utils.py:558(ImageFeatureExtractionMixin)
        1    0.000    0.000    0.000    0.000 continuous_batching.py:307(Scheduler)
       25    0.000    0.000    0.000    0.000 basic.py:208(__sympy__)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:155(VecNEON)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:16(ReportingDescriptorRelationship)
        1    0.000    0.000    0.000    0.000 modeling_bert.py:127(BertEmbeddings)
        1    0.000    0.000    0.000    0.000 boolalg.py:483(BooleanFunction)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 configuration_esm.py:206(TrunkConfig)
        2    0.000    0.000    0.000    0.000 arrayprint.py:547(decorating_function)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:66(RelOp)
        1    0.000    0.000    0.000    0.000 glob_group.py:10(GlobGroup)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3206(Property)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 configuration_olmo2.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _param_validation.py:762(__init__)
        1    0.000    0.000    0.000    0.000 _api.py:69(_ToTorchTensor)
        1    0.000    0.000    0.000    0.000 conv.py:1524(LazyConv2d)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:472(P2POp)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:90(KroneckerDelta)
        1    0.000    0.000    0.000    0.000 numpy.py:345(<dictcomp>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 delta_functions.py:393(Heaviside)
        1    0.000    0.000    0.000    0.000 utils.py:140(PytreeThunk)
        1    0.000    0.000    0.000    0.000 callable.py:181(CollatorIterDataPipe)
        1    0.000    0.000    0.000    0.000 _cobyqa_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1360(_replace_dtype_fields)
        7    0.000    0.000    0.000    0.000 typing.py:366(__init__)
        1    0.000    0.000    0.000    0.000 memoization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:139(PoolManager)
        1    0.000    0.000    0.000    0.000 _label.py:697(MultiLabelBinarizer)
        2    0.000    0.000    0.000    0.000 sysconfig.py:97(joinuser)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_superglue.py:27(SuperGlueConfig)
       21    0.000    0.000    0.000    0.000 accessors.py:176(<lambda>)
        1    0.000    0.000    0.000    0.000 driver.py:5(Benchmarker)
        1    0.000    0.000    0.000    0.000 _dtypes.py:212(<dictcomp>)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1568(<listcomp>)
        2    0.000    0.000    0.000    0.000 base_parser.py:1440(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 codecache.py:2712(PyCodeCache)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1512(DimDynamic)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6795(lognorm_gen)
        1    0.000    0.000    0.000    0.000 numbers.py:2231(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 indexing.py:2545(_AtIndexer)
        1    0.000    0.000    0.000    0.000 _attachment.py:18(Attachment)
        1    0.000    0.000    0.000    0.000 bccache.py:46(Bucket)
        1    0.000    0.000    0.000    0.000 vertex_cover.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3015(asec)
        1    0.000    0.000    0.000    0.000 containers.py:219(Dict)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 decoder.py:319(Decoder)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.000    0.000 blas.py:384(getter)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 exponential.py:35(ExpBase)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
        5    0.000    0.000    0.000    0.000 rszeta.py:54(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3286(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 observer.py:1445(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 pytables.py:1935(TableIterator)
        1    0.000    0.000    0.000    0.000 configuration_align.py:131(AlignVisionConfig)
        3    0.000    0.000    0.000    0.000 _regex_core.py:1151(parse_positional_flags)
        1    0.000    0.000    0.000    0.000 digits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:219(MonogenicFiniteExtension)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 placement_types.py:543(Replicate)
        1    0.000    0.000    0.000    0.000 configuration_glm4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouping.py:153(GrouperIterDataPipe)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unflatten.py:266(FlatArgsAdapter)
        1    0.000    0.000    0.000    0.000 _fsdp_param.py:147(ShardedState)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9167(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _tzpath.py:31(_parse_python_tzpath)
        1    0.000    0.000    0.000    0.000 quadpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 configuration_conditional_detr.py:257(ConditionalDetrOnnxConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:411(_FixedOffset)
        1    0.000    0.000    0.000    0.000 resume_execution.py:228(ResumeFunctionMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1243(set_default_dtype)
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:1237(ImageClassifierOutput)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:34(gamma)
        1    0.000    0.000    0.000    0.000 hierarchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:609(AOTDispatchSubclassWrapper)
        1    0.000    0.000    0.000    0.000 quantizer_auto_round.py:32(AutoRoundQuantizer)
        1    0.000    0.000    0.000    0.000 continuous_batching.py:465(PrefillFirstScheduler)
        1    0.000    0.000    0.000    0.000 graph_signature.py:115(OutputKind)
        3    0.000    0.000    0.000    0.000 __init__.py:354(select)
        1    0.000    0.000    0.000    0.000 torch_function.py:195(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        1    0.000    0.000    0.000    0.000 fit_mixin.py:178(FitMixin)
        1    0.000    0.000    0.000    0.000 _op_schema.py:179(TupleStrategy)
        1    0.000    0.000    0.000    0.000 curve.py:22(Curve)
        1    0.000    0.000    0.000    0.000 rnn.py:245(LSTMCell)
        2    0.000    0.000    0.000    0.000 _basic.py:3193(factorial2)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:180(XlsxWriter)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:124(BaseModelOutputWithPast)
        6    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 _datetime.py:1(<module>)
        4    0.000    0.000    0.003    0.001 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        1    0.000    0.000    0.000    0.000 numbers.py:1350(genocchi)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:30(MutationTracker)
        1    0.000    0.000    0.000    0.000 _numeric_debugger.py:206(QuantizationComparisonResult)
        1    0.000    0.000    0.000    0.000 _import_utils.py:23(dill_available)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1406(IPv4Interface)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        2    0.000    0.000    0.000    0.000 base_parser.py:279(_extract_multi_indexer_columns)
        1    0.000    0.000    0.000    0.000 auto_functionalize.py:62(SliceViewInfo)
        1    0.000    0.000    0.000    0.000 cpp_builder.py:1373(CppBuilder)
        1    0.000    0.000    0.000    0.000 configuration_dia.py:282(DiaConfig)
        2    0.000    0.000    0.000    0.000 kind.py:266(register)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:28(profile)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:910(CallMethodKey)
        3    0.000    0.000    0.000    0.000 ctx_mp_python.py:607(default)
        1    0.000    0.000    0.000    0.000 modeling_bert.py:694(__init__)
        4    0.000    0.000    0.000    0.000 inference.py:105(is_file_like)
        1    0.000    0.000    0.000    0.000 quantizer_spqr.py:33(SpQRHfQuantizer)
        1    0.000    0.000    0.000    0.000 base.py:118(ReprHTMLMixin)
        1    0.000    0.000    0.064    0.064 _triton.py:6(has_triton_package)
        1    0.000    0.000    0.000    0.000 configuration_gpt_neo.py:30(GPTNeoConfig)
        1    0.000    0.000    0.000    0.000 operator_support.py:184(OpSupports)
        1    0.000    0.000    0.000    0.000 configuration_detr.py:268(DetrOnnxConfig)
        1    0.000    0.000    0.000    0.000 data_collator.py:627(DataCollatorForSeq2Seq)
        5    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 configuration_mobilevitv2.py:149(MobileViTV2OnnxConfig)
       12    0.000    0.000    0.000    0.000 domain.py:470(of_type)
        1    0.000    0.000    0.000    0.000 model_card_templates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:52(LoggingTensor)
        1    0.000    0.000    0.000    0.000 complexes.py:265(sign)
       32    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 regression.py:13(PredictionErrorDisplay)
        1    0.000    0.000    0.000    0.000 beam_constraints.py:5(Constraint)
        1    0.000    0.000    0.000    0.000 loaders.py:568(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 sparse.py:82(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 configuration_funnel.py:24(FunnelConfig)
        2    0.000    0.000    0.000    0.000 constraints.py:390(__init__)
        1    0.000    0.000    0.000    0.000 hyper.py:796(HyperRep)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1384(acosh)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:12(RunAutomationDetails)
        1    0.000    0.000    0.000    0.000 observer.py:148(ObserverBase)
        1    0.000    0.000    0.000    0.000 common.py:1186(_get_binary_io_classes)
        4    0.000    0.000    0.000    0.000 datetimelike.py:171(_period_dispatch)
        1    0.000    0.000    0.000    0.000 annotations.py:84(EvalEnv)
        1    0.000    0.000    0.000    0.000 sharding.py:31(ShardingFilterIterDataPipe)
        1    0.000    0.000    0.000    0.000 printer.py:235(Printer)
        1    0.000    0.000    0.000    0.000 configuration_jukebox.py:368(JukeboxVQVAEConfig)
        1    0.000    0.000    0.000    0.000 linear_relu.py:10(LinearReLU)
        1    0.000    0.000    0.000    0.000 rmsprop.py:28(RMSprop)
        1    0.000    0.000    0.000    0.000 hadamard.py:41(HadamardProduct)
        2    0.000    0.000    0.000    0.000 matexpr.py:81(__new__)
        1    0.000    0.000    0.000    0.000 parquet.py:149(BaseImpl)
        1    0.000    0.000    0.000    0.000 distributed.py:339(BackwardHookVariable)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 BoW.py:16(BoW)
        1    0.000    0.000    0.000    0.000 trainer_callback.py:297(TrainerCallback)
        1    0.000    0.000    0.000    0.000 trainer_pt_utils.py:617(LengthGroupedSampler)
        1    0.000    0.000    0.000    0.000 sets.py:1819(EmptySet)
        2    0.000    0.000    0.000    0.000 calculus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:144(LogState)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _infra.py:236(__post_init__)
        1    0.000    0.000    0.000    0.000 metaestimators.py:20(_BaseComposition)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_utils.py:9(_check_module_exists)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:130(FakeQuantize)
        1    0.000    0.000    0.000    0.000 zipfile.py:2191(CompleteDirs)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:1432(BaseModelOutputWithPoolingAndProjection)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data_collator.py:536(DataCollatorForMultipleChoice)
        2    0.000    0.000    0.000    0.000 verifier.py:87(__new__)
       26    0.000    0.000    0.000    0.000 typing_extensions.py:2629(__eq__)
        1    0.000    0.000    0.000    0.000 bessel.py:1374(airyai)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:103(LoggingTensorHandler)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:476(Hyper_Function)
        1    0.000    0.000    0.000    0.000 sequences.py:466(SeqPer)
        1    0.000    0.000    0.000    0.000 BinaryCrossEntropyLoss.py:9(BinaryCrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 logging.py:69(_configure_library_root_logger)
        1    0.000    0.000    0.000    0.000 utils.py:35(Target)
        5    0.000    0.000    0.000    0.000 concat.py:693(_get_result_dim)
        1    0.000    0.000    0.000    0.000 coreerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:59(carmichael)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        1    0.000    0.000    0.000    0.000 model_card.py:817(<listcomp>)
        1    0.000    0.000    0.000    0.000 aot_autograd.py:458(SerializableAOTDispatchCompiler)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:12(ReportingConfiguration)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6022(laplace_gen)
        1    0.000    0.000    0.001    0.001 __init__.py:412(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:885(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_xmod.py:170(XmodOnnxConfig)
        4    0.000    0.000    0.000    0.000 fake_tensor.py:144(ordered_set)
        2    0.000    0.000    0.000    0.000 cache.py:168(lazy_function)
        1    0.000    0.000    0.000    0.000 _rules.py:24(_NodeMissingOnnxShapeInference)
       17    0.000    0.000    0.000    0.000 ctx_fp.py:28(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:91(_BaseVersion)
        1    0.000    0.000    0.000    0.000 PListMLELoss.py:45(PListMLELoss)
        1    0.000    0.000    0.000    0.000 configuration_helium.py:1(<module>)
        5    0.000    0.000    0.000    0.000 deepspeed.py:292(is_deepspeed_zero3_enabled)
        1    0.000    0.000    0.000    0.000 _ops.py:1050(OpOverloadPacket)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:1310(WithExitFunctionVariable)
        1    0.000    0.000    0.000    0.000 CLIPModel.py:15(CLIPModel)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:145(__float__)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1318(<listcomp>)
        1    0.000    0.000    0.000    0.000 stringpict.py:354(prettyForm)
        1    0.000    0.000    0.000    0.000 fglmtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configuration_tapas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:170(VecSVE256)
        1    0.000    0.000    0.000    0.000 _physical_location.py:17(PhysicalLocation)
        1    0.000    0.000    0.000    0.000 _view_ops.py:124(Split)
        1    0.000    0.000    0.000    0.000 _backend.py:7(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 modeling_outputs.py:160(BaseModelOutputWithCrossAttentions)
        1    0.000    0.000    0.000    0.000 objects.py:46(BaseIndexer)
        5    0.000    0.000    0.000    0.000 _methods.py:46(_amin)
        1    0.000    0.000    0.000    0.000 proxy.py:673(ParameterProxy)
        1    0.000    0.000    0.000    0.000 core.py:634(block_type)
        1    0.000    0.000    0.000    0.000 _space_api.py:102(SpaceRuntime)
        1    0.000    0.000    0.000    0.000 const_fold.py:17(FoldedGraphModule)
        1    0.000    0.000    0.000    0.000 data_collator.py:289(DataCollatorForTokenClassification)
        1    0.000    0.000    0.000    0.000 logging.py:55(_get_default_logging_level)
        1    0.000    0.000    0.000    0.000 LambdaLoss.py:103(LambdaLoss)
        1    0.000    0.000    0.000    0.000 _utils.py:890(_ClassPropertyDescriptor)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2047(expon_gen)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:12(EdgeTraversal)
        1    0.000    0.000    0.000    0.000 api.py:33(ShardingStrategy)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:19(RoutedDecoderIterDataPipe)
        1    0.000    0.000    0.000    0.000 _data.py:295(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 _json.py:1114(Parser)
        4    0.000    0.000    0.000    0.000 _common.py:41(decorator_sharded_func)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hints.py:106(HeuristicType)
        1    0.000    0.000    0.000    0.000 __init__.py:12(__getattr__)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        4    0.000    0.000    0.000    0.000 timedeltas.py:81(_field_accessor)
        1    0.000    0.000    0.000    0.000 _hf_folder.py:24(HfFolder)
        1    0.000    0.000    0.000    0.000 asgd.py:28(ASGD)
        2    0.000    0.000    0.000    0.000 constraints.py:372(__init__)
        1    0.000    0.000    0.000    0.000 SentenceEvaluator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sensitivity_analysis.py:161(SobolResult)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:207(VecAMX)
        1    0.000    0.000    0.000    0.000 model_card.py:360(__post_init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6453(logistic_gen)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:92(__init__)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 configuration_poolformer.py:132(PoolFormerOnnxConfig)
        1    0.000    0.000    0.000    0.000 model.py:1100(SchemaKind)
        2    0.000    0.000    0.000    0.000 {method 'get_added_tokens_decoder' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 graph_drawer.py:478(FxGraphDrawer)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3751(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 _lfs.py:23(SliceFileObj)
        1    0.000    0.000    0.000    0.000 configuration_efficientnet.py:153(EfficientNetOnnxConfig)
        1    0.000    0.000    0.000    0.000 _content_store.py:52(decorate_fn)
        1    0.000    0.000    0.000    0.000 mst.py:975(SpanningTreeIterator)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:36(TorchDispatchMode)
        1    0.000    0.000    0.000    0.000 random.py:239(_randbelow_with_getrandbits)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:787(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 logic.py:320(AndOr_Base)
        1    0.000    0.000    0.000    0.000 resume_execution.py:105(ReenterWith)
        1    0.000    0.000    0.000    0.000 _pytree.py:1010(LeafSpec)
        1    0.000    0.000    0.000    0.000 numbers.py:3545(NumberSymbol)
        6    0.000    0.000    0.000    0.000 _regex_core.py:2990(get_firstset)
        1    0.000    0.000    0.000    0.000 _fake_tensor_utils.py:21(_DeconstructedSymNode)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3579(TypeAliasType)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantizer_aqlm.py:36(AqlmHfQuantizer)
        1    0.000    0.000    0.000    0.000 import_utils.py:761(is_torch_mlu_available)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 parametrizations.py:35(_OrthMaps)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:187(_Domain)
       20    0.000    0.000    0.000    0.000 version.py:463(_parse_local_version)
        9    0.000    0.000    0.000    0.000 range.py:376(dtype)
        1    0.000    0.000    0.000    0.000 _trace_wrapped_higher_order_op.py:124(TransformGetItemToIndex)
        1    0.000    0.000    0.000    0.000 tempfile.py:368(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 common_op_utils.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3065(pack_characters)
        1    0.000    0.000    0.000    0.000 rk.py:74(RungeKutta)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4261(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 det_curve.py:11(DetCurveDisplay)
        1    0.000    0.000    0.000    0.000 nodes.py:739(_FilterTestCommon)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:583(PythonMPContext)
        1    0.000    0.000    0.000    0.000 _check.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1677(<genexpr>)
        1    0.000    0.000    0.000    0.000 mod.py:12(Mod)
        1    0.000    0.000    0.000    0.000 unflatten.py:130(InterpreterModule)
        1    0.000    0.000    0.000    0.000 plane.py:27(<listcomp>)
        6    0.000    0.000    0.000    0.000 fnmatch.py:135(<genexpr>)
        1    0.000    0.000    0.000    0.000 config.py:449(default_debug_dir_root)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:303(DistributedState)
        1    0.000    0.000    0.000    0.000 common.py:316(StreamWrapper)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:324(_icdf_formula)
        1    0.000    0.000    0.000    0.000 loss_deformable_detr.py:19(DeformableDetrHungarianMatcher)
        1    0.000    0.000    0.000    0.000 custom_ops.py:911(_maybe_get_opdef)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:445(_reduce_op)
        1    0.000    0.000    0.000    0.000 _safetensors.py:73(SafetensorsRepoMetadata)
        1    0.000    0.000    0.000    0.000 mock.py:2197(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 numbers.py:4083(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 core.py:8771(_convert2ma)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:386(_set_prec)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 _interpolate.py:132(_check_broadcast_up_to)
        2    0.000    0.000    0.000    0.000 libmpi.py:454(mpi_from_str)
